"metadataId","rank","image_url","name","score","bufaPerDay","bufaPerDayEncoded","metadataIdEncoded"
"219",38,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/219.png","Bufalo BOTV Skull #219 ",1.2289683098475626,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000000db"
"902",39,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/902.png","Bufalo BOTV Skull #902 ",1.2268614912758087,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000386"
"602",40,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/602.png","Bufalo BOTV Skull #602 ",1.225214344230801,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000025a"
"287",41,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/287.png","Bufalo BOTV Skull #287 ",1.2237895772551923,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000011f"
"522",42,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/522.png","Bufalo BOTV Skull #522 ",1.2227626936307068,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000020a"
"41",43,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/41.png","Bufalo BOTV Skull #41 ",1.2200434349522098,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000029"
"249",44,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/249.png","Bufalo BOTV Skull #249 ",1.2154379766063426,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000000f9"
"553",45,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/553.png","Bufalo BOTV Skull #553 ",1.2102072998894302,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000229"
"768",46,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/768.png","Bufalo BOTV Skull #768 ",1.2100968054068395,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000300"
"769",47,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/769.png","Bufalo BOTV Skull #769 ",1.208564368759808,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000301"
"230",48,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/230.png","Bufalo BOTV Skull #230 ",1.2035650875427033,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000000e6"
"817",49,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/817.png","Bufalo BOTV Skull #817 ",1.2034355016563134,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000331"
"870",50,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/870.png","Bufalo BOTV Skull #870 ",1.2017274699303926,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000366"
"606",51,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/606.png","Bufalo BOTV Skull #606 ",1.2014091416174295,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000025e"
"112",52,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/112.png","Bufalo BOTV Skull #112 ",1.2000450129840552,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000070"
"21",53,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/21.png","Bufalo BOTV Skull #21 ",1.1993679271819313,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000015"
"179",54,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/179.png","Bufalo BOTV Skull #179 ",1.1965762849725934,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000000b3"
"607",55,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/607.png","Bufalo BOTV Skull #607 ",1.195978095286156,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000025f"
"867",56,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/867.png","Bufalo BOTV Skull #867 ",1.192972854292321,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000363"
"598",57,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/598.png","Bufalo BOTV Skull #598 ",1.192162484332112,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000256"
"305",58,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/305.png","Bufalo BOTV Skull #305 ",1.191335504557574,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000131"
"478",59,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/478.png","Bufalo BOTV Skull #478 ",1.190430895294575,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000001de"
"138",60,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/138.png","Bufalo BOTV Skull #138 ",1.1899297378623155,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000008a"
"547",61,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/547.png","Bufalo BOTV Skull #547 ",1.189157202443181,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000223"
"729",62,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/729.png","Bufalo BOTV Skull #729 ",1.1884616952753697,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000002d9"
"321",63,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/321.png","Bufalo BOTV Skull #321 ",1.1874048190746191,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000141"
"543",64,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/543.png","Bufalo BOTV Skull #543 ",1.1869346591005114,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000021f"
"763",65,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/763.png","Bufalo BOTV Skull #763 ",1.1865559428158496,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000002fb"
"235",66,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/235.png","Bufalo BOTV Skull #235 ",1.1856350811289407,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000000eb"
"708",67,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/708.png","Bufalo BOTV Skull #708 ",1.1850359298199198,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000002c4"
"548",68,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/548.png","Bufalo BOTV Skull #548 ",1.1841004367098897,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000224"
"770",69,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/770.png","Bufalo BOTV Skull #770 ",1.1822947490387394,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000302"
"339",70,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/339.png","Bufalo BOTV Skull #339 ",1.181227206148464,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000153"
"77",71,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/77.png","Bufalo BOTV Skull #77 ",1.1796309492683965,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000004d"
"963",72,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/963.png","Bufalo BOTV Skull #963 ",1.178732419805189,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000003c3"
"143",73,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/143.png","Bufalo BOTV Skull #143 ",1.1758516424356522,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000008f"
"44",74,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/44.png","Bufalo BOTV Skull #44 ",1.1757204458721986,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000002c"
"762",75,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/762.png","Bufalo BOTV Skull #762 ",1.1756040377914658,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000002fa"
"285",76,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/285.png","Bufalo BOTV Skull #285 ",1.1754542597352462,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000011d"
"982",77,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/982.png","Bufalo BOTV Skull #982 ",1.1708662744850538,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000003d6"
"491",78,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/491.png","Bufalo BOTV Skull #491 ",1.1700538409281096,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000001eb"
"48",79,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/48.png","Bufalo BOTV Skull #48 ",1.169993375303099,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000030"
"716",80,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/716.png","Bufalo BOTV Skull #716 ",1.1696941215101586,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000002cc"
"67",81,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/67.png","Bufalo BOTV Skull #67 ",1.1696536753701634,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000043"
"971",82,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/971.png","Bufalo BOTV Skull #971 ",1.1687634838371819,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x00000000000000000000000000000000000000000000000000000000000003cb"
"847",83,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/847.png","Bufalo BOTV Skull #847 ",1.1679689227434609,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000034f"
"348",84,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/348.png","Bufalo BOTV Skull #348 ",1.1672247009995036,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000015c"
"69",85,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/69.png","Bufalo BOTV Skull #69 ",1.1668278986592266,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000045"
"653",86,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/653.png","Bufalo BOTV Skull #653 ",1.1662743221570557,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x000000000000000000000000000000000000000000000000000000000000028d"
"393",87,"https://bafybeicgk7uqmmfhcopoyh7rwvqgiva7ebr6u6osqbeviel7o4x3suaiee.ipfs.nftstorage.link/393.png","Bufalo BOTV Skull #393 ",1.1650887460857438,200,"0x00000000000000000000000000000000000000000000000000000000000000c8","0x0000000000000000000000000000000000000000000000000000000000000189"
