"allowlistedAddress","usdSpent","txs"
"0xce4759643f8eab3a4bcba3a4b8971f20bc9f4460",844.2920497124643,"https://etherscan.com/tx/0xae884e9cf9ff8566b16faea424c47326853b93c8b7e8748b01a81e9e639217c2 , https://polygonscan.com/tx/0xfe7e26a43f3a77fa12447e8a847fc51816f50af61d8de12495740f4db74344cd , https://polygonscan.com/tx/0x8d3537ba2e5e4f0b0c2555e94165a76bf9981c92c4a0ac1849d2eb8df244a2e7 , https://polygonscan.com/tx/0x8d3537ba2e5e4f0b0c2555e94165a76bf9981c92c4a0ac1849d2eb8df244a2e7 , https://polygonscan.com/tx/0x9db056b868a2ff6bf4ebda854d503384e724b76404429af14a63ac97ce03ecac , https://polygonscan.com/tx/0x9db056b868a2ff6bf4ebda854d503384e724b76404429af14a63ac97ce03ecac , https://polygonscan.com/tx/0x73fa763757b63592d003ef336e7a5a902b9c206cee00113fa9165bf15bd444a2 , https://polygonscan.com/tx/0x73fa763757b63592d003ef336e7a5a902b9c206cee00113fa9165bf15bd444a2 , https://polygonscan.com/tx/0xeb3ce33219ea3b9e49ee27ab015a492b032ffc1cac301b56cb651c777ddfa9f5 , https://polygonscan.com/tx/0x01a72fb4be018ec4aca899eddf7709d516a8f05bd9a98774ccbf90d0b1ce5f9a"
"0x33a7e5bf7eacc6d4e8b49c4b3d8e6d27f0f7dc18",744.8973392099538,"https://etherscan.com/tx/0xd8b77a11e45641805ad02e41906338b37aedc7d561d5739cf2ac0c450a54d9c9 , https://etherscan.com/tx/0x885e1f5b197aa83a5c9ae99ecdea499fb952aa5e4a4ae92528d43a65c295b4ce , https://polygonscan.com/tx/0x41610eab3a89b302de4ee6f0ec0114dec3998246754cbcead5ab4d522e1f5408 , https://polygonscan.com/tx/0x358797fb6f088cce2bb29d6b235f9bbfe09515432852bcedec3818251fa68f86"
"0x5e168f831801b53472b9942e30de980a92017fdf",550.1449042291167,"https://etherscan.com/tx/0xe49bbfd9afa0e1b64fbf38edf80cfdf8679c2aa0336b9e88e49a23904e4717ca , https://polygonscan.com/tx/0xc3a9ee22940b49e34086eaa22ee5bc34506b7df2cb6d992cc3fa111ad966f711 , https://polygonscan.com/tx/0x668dfebd6744debbb26a61dfa1945e66ae6882efc4cf40eaf521b025b4ad471e , https://polygonscan.com/tx/0x668dfebd6744debbb26a61dfa1945e66ae6882efc4cf40eaf521b025b4ad471e , https://polygonscan.com/tx/0x7bbb0ed2ee516971f3de645b17ff946e83d8c1cde30de7639c651ab0bf032afe , https://polygonscan.com/tx/0x7bbb0ed2ee516971f3de645b17ff946e83d8c1cde30de7639c651ab0bf032afe , https://polygonscan.com/tx/0x4b6b41fa64846d8607995b3bc2f216a57fb0049505f8b00fbe6d25f6a2797969 , https://polygonscan.com/tx/0x4b6b41fa64846d8607995b3bc2f216a57fb0049505f8b00fbe6d25f6a2797969"
"0xe97a769414ba59d344e8afc2f62af6fa4e7ed5c3",205.8734527222827,"https://etherscan.com/tx/0x7aa1adb12e991cbc49ce5648ee535abff6163fa43e36eca6177577d59f7a81a6"
"0x153b2252eddcb3690ae6f5e9f38be13779e1364d",94.12374420387964,"https://polygonscan.com/tx/0x663146b34d666a877b96f4c14a73da16b5d16bb0a629395943881aa239decb52"
"0x1d7886346175e34c614b71d0e2369c7f0e350d07",92.40425003838607,"https://polygonscan.com/tx/0x383dfc47fb7fbbd9f3fc952559b9fe640620de27812a9997c36ba2c0c04dda29 , https://polygonscan.com/tx/0x89de1ca76a2e000c4530c8be57c8407739b93e7ace58e94277968c83617ec355 , https://polygonscan.com/tx/0x860243254ff899e224ade23d83b705b090d18b3f37f639b78418fc583af442ec , https://polygonscan.com/tx/0x67cdf27a0b4a85e8260310b286747483d5d723cca3ab19394404d0fcc3632b86 , https://polygonscan.com/tx/0x6a345b90dfd533ce254de762b8ec330ebf3603e5bd6194d4182c398577e9735b , https://polygonscan.com/tx/0xfbd213cdb79e28762efb7d26dd956581fe9978e4d2c6a51011e963d7ce01e6fc , https://polygonscan.com/tx/0x690727ba28926bd2b36ac8a9709f49709bc47bc840020a150c55b55c336915ce"
"0x02c435d8189d9a983cdbd77f2109fdd5663a33bb",66.70699241522804,"https://polygonscan.com/tx/0xff92cffc109a34279779aa90aa9624f7abf7b6d82fdb2e4fa9e73712d5e85c3c , https://polygonscan.com/tx/0xff92cffc109a34279779aa90aa9624f7abf7b6d82fdb2e4fa9e73712d5e85c3c , https://polygonscan.com/tx/0x61cea70a4211e181d4eccdb2507eecf101b1917665ab08db0048c0083283ff52 , https://polygonscan.com/tx/0x91d3cb50ab426f1d0e3bc78c65dfe509d829613d278be61dcab18476009727f0 , https://polygonscan.com/tx/0x688129b1f570a6fd15438085db17a36da416b3a5a11e152c9606cfbe8af65849"
"0xf94fd165592d3bca67d36a167ec6afb5784f9cf5",59.611747766194334,"https://polygonscan.com/tx/0x50572b6e72dba6e97df10693034566ed84270fc7728f77ea459c5eeab1aa6e96 , https://polygonscan.com/tx/0x50572b6e72dba6e97df10693034566ed84270fc7728f77ea459c5eeab1aa6e96 , https://polygonscan.com/tx/0x0fab5522b9df807c9e7a2229eac45abbcf2e682babb30b3911946d541faae91c , https://polygonscan.com/tx/0x36c89e08512fc7f483f4955df8ebcd7716344cab8ba8ecff66feaf9a56a92798"
"0x5692959d9f69fbf8f20736bf6607c1940869a4c7",59.56445337942633,"https://etherscan.com/tx/0xecc33652002cca8c31f0441e43818dc4d6e05dada229411bfef9ad5f328b7535"
"0x5b1899d88b4ff0cf5a34651e7ce7164398211c66",59.01754193658592,"https://polygonscan.com/tx/0x0a2564c7ede67df020a6400345dab62e28c9a8cdb0b4d2b7080eb86c5f23b530 , https://polygonscan.com/tx/0x0a2564c7ede67df020a6400345dab62e28c9a8cdb0b4d2b7080eb86c5f23b530 , https://polygonscan.com/tx/0xfcfbd269eb448dd975ad385d34665b680724cfdf99b31fe31dde55a494ff666a , https://polygonscan.com/tx/0x0c530ddb26dda0b4565a7a2ac30461b9795703212f4328bf08c9790c097d94f8"
"0x7a0c9037fb4e51dd10a921e1ea8aaee07862f644",53.65254859984813,"https://polygonscan.com/tx/0xe5ed85b86fcc05b749fff048b5d7d4aa88b3818b252a0e8d29d48a667afed330"
"0x8b9a410f988104b84013517a27becb49a386d7e0",52.050931594836655,"https://polygonscan.com/tx/0x67139071c7ae09e7228d710e82cf878eec9500edc1b7a34f1b8754bdb3135686 , https://polygonscan.com/tx/0x67139071c7ae09e7228d710e82cf878eec9500edc1b7a34f1b8754bdb3135686"
"0xf1d27d429dff2b13bf079ea5f6310d8b18713c9a",52.050931594836655,"https://polygonscan.com/tx/0x5eaa556b2e35827b36aa6b5b91d7b08ecbbceb00e67821ad586c732ef76cf518 , https://polygonscan.com/tx/0x5eaa556b2e35827b36aa6b5b91d7b08ecbbceb00e67821ad586c732ef76cf518"
"0xb0c4eb0a8bf91d5dfe8db6fef070b522f2a03a9b",50.22450099178338,"https://polygonscan.com/tx/0xbe051adb2c07a7001a250f1d2af10cafd9d6878bc5535c487e0a47f322c150f3 , https://polygonscan.com/tx/0xbe051adb2c07a7001a250f1d2af10cafd9d6878bc5535c487e0a47f322c150f3"
"0xf5a3e3709b4a08b4d95a22ecbb74363eddac4ef8",46.1484822966269,"https://polygonscan.com/tx/0xe4e9db360a95d633b084e98a4717bd211709da83425e6cf7ff393ec4a3823f81 , https://polygonscan.com/tx/0xe4e9db360a95d633b084e98a4717bd211709da83425e6cf7ff393ec4a3823f81"
"0xfb7f3519f7f44d2c3d9ea77c980210d3e14fdd6f",44.616123009772735,"https://polygonscan.com/tx/0x77713230ea180d3225df6c1c8c36992caaaf136102d28489851fad3c6df37262 , https://polygonscan.com/tx/0x14129a19a19d5394398b530939a40bbda62674b80bb2be634d268a5cd37e78ca , https://polygonscan.com/tx/0xbb71283c978186445c8011ba37853c2f44b65ddf8ac693cc6f8c492c3ae686cf , https://polygonscan.com/tx/0x2e9723a1d212be742473a69f15a00279ea95c1f3fc60624179d9f47b0ff36ddf"
"0xdcc287d36cdfdc3da6ccbfac5c069aa24c0a3bad",43.287772166462965,"https://polygonscan.com/tx/0xb5880102ceeafbe9a2e3722277c788ca31519606675ede2eed15c8a3ec5708f3 , https://polygonscan.com/tx/0x52e0b354f34862ef769863cc2075ddbaa77a018c88d9a25b99c2d42bbb275d2d , https://polygonscan.com/tx/0x825d88b1e2d381a43378e87e813f6757f2ddaf88f7494bf081754e49395b32e8 , https://polygonscan.com/tx/0xa37390a25a460fa474ce2e7e5ae43fb294ec9e86242e7fd9b8db210e4c8cebe6"
"0xb5f4ebcc5a90e58d953ee9e64e365c2468f31f51",40.56562237373942,"https://polygonscan.com/tx/0x540bde06a99a031e42b180f60ee4238463eec34cc7836e14ec9ec61beca4ba92 , https://polygonscan.com/tx/0x3cdf57a92509cdde602cf3f0f9d9fd8e943e781e63c48207fd0764160aa8c335 , https://polygonscan.com/tx/0xf85943399933a1baf97c40e72b6bfd867a2f8c98dd3b2abe71e1ef0278a646cb"
"0xc7905b6dc8e2c6a55e936e999123edbb481629ed",36.73074321474636,"https://polygonscan.com/tx/0xd77098b09c6f1aab70f6177e7c303fa30726114899d7f1b5c5984f4fba4b2e8d , https://polygonscan.com/tx/0x713b7d40bc6fc76d45b10cd4304ac88f12c5afc977c9070f396a4b1e0fcdaab0 , https://polygonscan.com/tx/0x8372412fee04936f4afb25db02323fbfc77c1d360fa057cb76d45567daa9aacb"
"0x866f944ac5dd957fa4f35bbb98b4cfb7bf00414e",34.50765254042301,"https://polygonscan.com/tx/0x614dd2315c15cdd1a3992507842338df11a7aec75467271a6596f550ba6d2858"
"0x706b5e2e84f606d7e98abe70017dc6f805ebb82f",33.51663655921924,"https://polygonscan.com/tx/0xa74c5dc68881cd91b7812ec4bc3b7802bf1319cc43596c22f1fcc6d4daaccbfd , https://polygonscan.com/tx/0x63ee78f31fe462dca34f6fb7aa1fff8c1e20fa90d0b965305258fd5a3eeea93f , https://polygonscan.com/tx/0x288dd23622da9758a7234230acc17979797b4e094fdb2ce254de8ffdac89a1ce , https://polygonscan.com/tx/0x6f21921e60365ebde823a30964b8466af7309548c5f1f73a30f222326456e5b9 , https://polygonscan.com/tx/0x82962bd45cb9194b4bb1ff4cb9e92192104e4fb81c532351f2f95c907975fd35"
"0x4bd3548d6a0f1cb969a2688887104aa7889943b0",31.286242905009544,"https://polygonscan.com/tx/0xf72055a553bcd93147400cf6fdd3c77a547c18250e4c0dc57dae8c607d299a6b , https://polygonscan.com/tx/0x3b0b6a01a844a4db15df262130f5d0342bd64fd5adf5411615797900fec61696 , https://polygonscan.com/tx/0x55d4da8dc673f9c81fbec6a6830e34217b5d5b433a61ce3c83a550cefaa3533c"
"0x8b7c37671f37db95e9d84714f7a4464d552aa0ea",31.050792578353228,"https://polygonscan.com/tx/0x7dec9521fdb40aeec93cc9d8b5da9589eaedb364e8d43d644767c4db02a5a6c1 , https://polygonscan.com/tx/0x022e55f7c12a17178e07646e6804b9b624fab7a733f6a54ce69c7e385f6c9c50 , https://polygonscan.com/tx/0x84e3d150d07b58c1fdedd5a2248577f313de248836da024cf0290ffcfb67fff7 , https://polygonscan.com/tx/0xc07ab0f4439a3f6e0e0ab35b58362816d019c9f1e4d063556fa29316503210d7"
"0x9d984918a0353bb7cab472f3210d1ef7b01e664c",30.66755526675552,"https://polygonscan.com/tx/0x13b90018f4d490bf00d38e83474a718c456479ba3cb6c7383c4f716de2f1095c , https://polygonscan.com/tx/0x4a2231a6b4207c3ba79d977f76475f1b5d338a848e584fff0ec062bff24ae068 , https://polygonscan.com/tx/0xf25eb3bd0e959f4f49c56746e6fba23e50b1447db78764a106e927989e3d21d4"
"0x72631b0ea0e5316a6c8b9682236c7717a6da7e5b",30.215633697003383,"https://polygonscan.com/tx/0xb5a917ae0e731f45bf8a82a5b6766c8305c1cf17f14581ecdc3c53002592e496 , https://polygonscan.com/tx/0x1f14ed05ee0e8a9c760e8e25db34815a4f195996f4206f3f22e8ba387613802b , https://polygonscan.com/tx/0x35eea22987a3dec0e11f3494e80eb1d76e38b48f474bb9ba54368ed4bde16aa5"
"0x725b089a542fc50c55bb02eaa547f4ce47328414",26.739029647029668,"https://polygonscan.com/tx/0x611210dfc4caef45e7c9fd629da495b0a1c67510f12c27c31b752e6bd28a20f9 , https://polygonscan.com/tx/0xdaca5e34073afb9b6650496d0b2b849276857b9c623c4577880732ae9408fbab"
"0xd7af2caf8f8ce8261a5622574b0ea8f1b3e704a9",26.201283833035404,"https://polygonscan.com/tx/0x21adb89028e23441cb584912823a4a6f3f182b024951fadc38ceef221178ec24 , https://polygonscan.com/tx/0xf4e057bbea461e1fdb88cd185da2d3b3698be40ef2393ffd764f331f14471c00 , https://polygonscan.com/tx/0x9d12d63eb5f0204384236ee1df77f8b0ea837b9a4a0b0d3c4b61665e2528ccf9 , https://polygonscan.com/tx/0x54d7a599230183d06a73a34011585b1efb83cc3ac0e80febc682de28ebf35046 , https://polygonscan.com/tx/0xc0c0f35a70601774c1c936730ee307354f4479d2b6d57f9611ea753b4cb0f6c0"
"0x32845e613daefc84255a9db0590a0fb57d624d5b",25.880739405317257,"https://polygonscan.com/tx/0x2f3d27e3d968238f831af2e76781eec22214e8b48a81608cc39ea796fd298198"
"0x059d0025e4e1bb1a37f2c922e54b139bc1231ee0",25.506800547874754,"https://polygonscan.com/tx/0x9a9a9343326b9c8bfc8f9a29ee69cc883f6bc93e59e0c566db7886bed8afa9a2 , https://polygonscan.com/tx/0xca15525bb9196ef9549d6aa960c80e0602adc36014d7f0ecaf2b1c5fd5275e90"
"0x4cb01b6672bc750821af952ec5a2447fc90195b1",24.223296969501448,"https://polygonscan.com/tx/0x1f5b21a8be765568cf44aafd6d192caea525bda2e119692579f85efb50184764 , https://polygonscan.com/tx/0x896926c0ac9b8c43d5eff1fb15442fcdfeba12192c86c624dd4fa3abdc580620"
"0x940c4ae26c4aaa032d0c8a20f52cfa4e11545f1b",23.9165497055861,"https://polygonscan.com/tx/0x12d6dc527ddcf836be8ccd74d2da32133edaf59ba948860a4ee399e854d3ce99 , https://polygonscan.com/tx/0xebfc95b45042ee472fe9196be4e1571f9877283c37563acfb105c4f90075f9a1"
"0x86f6e643f741f9592bed647a5cfd493c64602bc1",20.15166538686373,"https://polygonscan.com/tx/0x67bf4143f08c3b13b86a4e372b67fecdfab29d88a424d0c2fac5cf13dec3c25a"
"0x3bbc2b3e48076c0089c8c9ad1b94ee1b80866b24",20.15166538686373,"https://polygonscan.com/tx/0x2d08de5be2891e3b5d90838964994d27bf0a3332ebed2dae9d1cff592d661d05"
"0x6d873a14a470dd969d7c76a2e088169ab2a1d7ae",20.033405732684948,"https://polygonscan.com/tx/0xdabfd6fe8387d1dc4f49663b8dd8c053b9d9824b38b140db5bff755f6306a40f"
"0x975eb9c974cd6c586f4c8d1e96b5b8940652f492",19.971232022744033,"https://polygonscan.com/tx/0x1426b56cfd63860dc097462b840ad5d4ca7b55a798c5a67b617987bb35853e8c"
"0x77f478a73858f55973e6ad80f57502793730b721",18.09533628922868,"https://polygonscan.com/tx/0x45d717a4ec3ac3d689cdf4bc847456b0988ba4dceb7e08e59960608b45a059fb , https://polygonscan.com/tx/0x6543dbc73c62de4bc9ee115192241eec5db00f98302fca97b4dfb5914a92c7ba , https://polygonscan.com/tx/0x8cb6d1ac8b4bbcaa3929e389f654557621ed3e43e38bf88a715a1b7bc16ca514"
"0xd6e62a97a55537cd04847bb73e22208bd20106aa",17.65224817169916,"https://polygonscan.com/tx/0x1d5a4081f274b8df24f00bf5b66503ee3aeb6977e1103678980a635722686190 , https://polygonscan.com/tx/0xc56828a2913c03a1c3c1759d72d8f23ab0eb64dba166db2a07120999a2063846 , https://polygonscan.com/tx/0x0ac5502d8a75140fa860e704603ee763fff0daf6e37262fed9a2121fa1cb6598"
"0x05d460310a2d785d0bd5b586c8f6402e70366fae",17.527273664470066,"https://polygonscan.com/tx/0xf991f6967ab8b62446cfd9459cbca293dedde7c30dc0f3688b64c9a2e791f0b7 , https://polygonscan.com/tx/0x93ca99f39766e278d5f562462e2ec6df2a85721a3fe15268bec0312e649ff2b3 , https://polygonscan.com/tx/0x50f8a9d8bdc2461400dc9b4ecffd48f39fcb1555caa3ae807a33b75094a902a3"
"0xc82fd31500576f394b59be3b10c154b584ea6004",17.193363193849354,"https://polygonscan.com/tx/0x06e38558f593ec731475d45e8912e7bd7e92ceec83a4216c3d27cd00fe69cfef , https://polygonscan.com/tx/0xc334309e611da0c4b9db3cd6ae9d0ed66637f826cf57bf523c73238deb9f041b"
"0xd6eff8f07caf3443a1178407d3de4129149d6ef6",17.1410496559669,"https://polygonscan.com/tx/0x2603de697baaf85efde3a6e4c945afdca240546621ed23b8b66c5db85c76caa2 , https://polygonscan.com/tx/0x19805e9ca96a45eaa5ffca841e7f5489ead7238e4e28511cc49c617c82c4c7d7 , https://polygonscan.com/tx/0x5c5e7e6c129cb1daceb4b53da8ed0a6b03016aa42401a1ea5a98cf2f4455aee5 , https://polygonscan.com/tx/0xe0a053ae4f424c9d3ba3c0457ed642b16ac45e4c7197479f0797f60da621fad0"
"0x2c5cba7b2ec6c634e9f5e557cfcc5c63279c5439",17.067604058279244,"https://polygonscan.com/tx/0x8cd22dfe3755349fff418ea7efb4fa2bfeb21531a39a7194d4072dfb4284aea3"
"0xb84ca8793707fed801bf15cadc72e7d7e0843dfd",16.679533206214632,"https://polygonscan.com/tx/0x41bf90902377a8e6a7432f34fe076914299cdb1485e76e6d372145b9f80d4add"
"0x8b11cc87ba28c0cb0767e1fecc799e0184a07b9d",16.288101674694445,"https://polygonscan.com/tx/0x5ead19f43b089a47f83f81b08f0bc143b11cd6900fb3db6c7cd06ab7030aaf3d"
"0xaae9d8bff1ef3606c51545b953e0137abb7ce7f3",16.043332397584443,"https://polygonscan.com/tx/0x0bdeb0422bad0095bd00e8171bc242b1dbcbf9db3c51972b326d16e0f422dcc2"
"0xdb760099f0f3359131e08716848f23c014d35b9e",15.328605373759759,"https://polygonscan.com/tx/0xbd7312ce44e87172603c58ce8c25c37c64da781b14349c9c461133f89314df47 , https://polygonscan.com/tx/0x965b92a1fa382c8b08c61ee4e142cbb62b2c7ee52a817e4b7e9accd860def789 , https://polygonscan.com/tx/0x4cc8564a87f6b13b7a151516d7a7c6f62d00a06538bef08e49be24bf30682d39"
"0x29fb0d1b0836f9963f963b0bb07c49d2d61370b4",15.30447633947765,"https://polygonscan.com/tx/0x7b9f15d6c6a9bd5171b79249f87d1cb2bdd61e5f7fd79c5bb2fef24756650997"
